AN8068571086,AT0000746409,AU000000BPT9,AU000000ERA9,AU000000ORG5,AU0000088338,BMG2108M2182,BMG2178K1009,BMG5320C1082,BMG6359F1370,BRCMIGACNPR3,BRCPLEACNPB9,BREGIEACNOR9,BRELETACNPB7,BRLIGTACNOR2,BRPETRACNPR6,BRSBSPACNOR5,BRTRPLACNPR1,CA00208D4084,CA13321L1085,CA1363851017,CA1367178326,CA29250N1050,CA2927661025,CA3495531079,CA4530384086,CA6744822033,CA74022D4075,CA8672241079,CA89346D1078,CH0048265513,CL0000000035,CL0002694637,CLP3615W1037,CLP3710M1090,CLP371861061,CNE000000HW5,CNE000000SK7,CNE1000002Z3,CNE1000003D8,CNE1000006Z4,CZ0005112300,DE0007037129,DE000ENAG999,ES0116870314,ES0130670112,ES0144580Y14,ES0173093024,ES0173516115,FI0009007132,FR0000051070,FR0000120271,FR0013181864,GB0001500809,GB0003395000,GB0004478896,GB0006449366,GB0007908733,GB0007980591,GB00B033F229,GB00B19Z1432,GB00B1FH8J72,GB00B39J2M42,GB00B572ZV91,GB00BDR05C01,GB00BNNTLN49,GB00BP6MXD84,GRS298343005,HK0002007356,HK0003000038,HK0006000050,HU0000153937,ID1000053705,INE002A01018,INE029A01011,INE036A01016,INE094A01015,INE103A01014,INE129A01019,INE213A01029,INE242A01010,INE245A01021,IT0001233417,IT0003128367,IT0003132476,IT0005495657,JP3180400008,JP3228600007,JP3246400000,JP3350800003,JP3522200009,JP3526600006,JP3573000001,JP3585800000,JP3600200004,JP3605400005,JP3845400005,JP3850200001,KR7003480001,KR7010950004,KR7015760002,KR7036460004,LU0075646355,MHY8564W1030,MYL4324OO009,MYL4677OO000,MYL5347OO009,MYL5681OO001,MYL6033OO004,NL0000360618,NL00150003E1,NO0003078800,NO0005052605,NO0010199151,NZCENE0001S6,PHY0001Z1040,PHY5764J1483,PHY6885F1067,PK0022501016,PLPKN0000018,PTEDP0AM0009,RU0009024277,RU0009062467,TH0355A10Z04,TH0465010005,TH0471010Y04,TRATUPRS91E8,US00130H1059,US0188021085,US0236081024,US0255371017,US03743Q1085,US0495601058,US1258961002,US12653C1080,US1270971039,US1307881029,US15189T1079,US1667641005,US20825C1045,US2091151041,US2333311072,US25179M1036,US25746U1097,US2620371045,US26441C2044,US26875P1012,US26884L1098,US2810201077,US29364G1031,US29670G1022,US30034W1062,US30040W1080,US30161N1019,US30231G1022,US3379321074,US4062161017,US4198701009,US42330P1075,US4234521015,US42809H1077,US5526901096,US6267171022,US62955J1034,US6361801011,US65339F1012,US65473P1057,US6708371033,US6745991058,US6752321025,US6826801036,US69331C1080,US69351T1060,US7034811015,US7234841010,US7237871071,US7445731067,US75281A1097,US78454L1008,US8168511090,US8425871071,US8454671095,US88642R1095,US9026531049,US9026811052,US91913Y1001,US92939U1060,US9694571004,US98389B1008,ZAE000006896
2404.91,3571.75,114.22,3.16,11749.63,6525.28,347.94,117.1,663.71,212.46,1201.77,318.8,2261.58,433.62,23.28,1119.71,534.69,3175.24,418.36,598.4,11430.12,6966.75,19374.25,266.86,3740.0,2775.53,30.22,787.87,3376.13,2138.49,37.62,15.02,9.9,1.84,9.26,11.02,68.47,2270.49,22.31,38.88,49.4,46.02,3611.98,4057.72,6444.27,9476.52,5148.37,1933.59,1011.81,1626.5,199.0,50368.38,1.51,353.27,305986.61,15101.59,333.79,3836.27,80536.48,336.03,546369.1,6775.41,4021.98,89.77,2170.16,8441.57,16428.4,307.07,6224.47,40115.83,9019.92,8.82,0.11,331.23,46.93,0.67,13.69,1.48,16.7,6.62,19.75,41.45,455.29,375.53,752.71,462.68,10.24,7.88,5.39,5.41,14.35,8.95,9.9,1.74,21.04,6.94,5.23,3.3,0.17,22.44,0.14,0.12,19.68,67.68,255.83,1075.57,85.56,480.28,103.68,3295.21,346.7,142.51,1287.07,3.5,477.12,38.2,89.56,1.0,36.78,115.59,463.34,186.68,327.39,151.57,44.02,0.99,1709781.86,681.62,20455.41,785.83,8097.27,4194.41,9973.71,1960.85,129.06,1183.77,35390.36,3488.32,15078.25,9916.32,25919.2,16155.61,360.48,7947.87,192.54,15701.6,3057.07,6823.77,13027.68,6636.41,16476.39,9780.67,10897.41,10194.96,15079.98,6128.45,837.87,10945.45,134.2,8524.82,1999.61,17691.46,2893.54,485.38,15099.86,33793.5,8666.59,10651.72,6042.5,414.84,46591.0,1504.4,11405.5,763.33,6138.4,350.41,16557.84,196.03,274.52,24667.04,26934.63,3592.18,9.37,16932.5,27891.03,11260.43,41332.57,2924.58,13673.68,1794.42
1197.57,2747.48,71.14,3.0,7033.96,4240.33,239.14,91.35,555.69,48.28,667.22,206.89,1621.52,273.87,9.01,537.73,310.33,2377.3,274.94,521.57,6233.93,5564.56,14987.46,89.85,3523.92,1427.41,7.99,196.95,1958.82,1476.97,13.03,13.01,8.23,1.61,8.3,8.1,62.53,2161.26,19.12,38.43,46.03,39.5,2794.95,3642.18,5080.74,7934.11,4477.06,1822.38,831.33,1127.13,132.93,47334.2,0.52,109.14,203084.47,8067.61,282.74,3178.51,67929.0,172.24,562626.39,6083.66,3733.18,34.17,2029.1,8251.74,13779.6,262.2,5549.11,34364.62,7573.84,6.73,0.06,264.87,35.32,0.35,12.57,0.86,11.68,5.08,15.32,27.81,327.27,313.88,621.31,303.16,12.08,8.31,6.09,5.71,15.3,9.84,11.71,1.6,28.1,7.75,5.48,3.32,0.2,19.2,0.13,0.1,10.65,58.44,172.43,900.39,87.85,442.76,95.55,2784.1,179.04,70.29,984.99,0.74,404.07,35.09,78.06,0.79,25.22,104.22,401.21,132.82,216.95,92.8,36.25,0.93,1208384.17,554.1,18952.26,728.8,7255.43,703.56,9585.39,1906.65,129.3,1460.81,37131.84,2341.21,11705.27,6307.78,25649.54,13883.82,155.28,7338.92,164.86,13848.91,1735.85,8218.75,10743.68,5334.21,15591.47,8298.68,9918.13,8705.09,11131.16,5514.64,342.23,10999.11,32.8,3616.52,1193.73,13824.56,940.98,256.48,15555.56,32170.41,8009.06,8591.27,2272.17,115.71,15230.06,872.55,9513.52,315.39,5198.68,201.86,14632.45,161.35,50.98,20147.76,24159.06,4275.2,4.78,13755.3,20847.8,7709.78,39452.39,2237.71,13323.29,313.99
1493.19,3435.35,100.71,3.85,9600.37,5079.46,254.12,102.42,619.36,36.46,683.04,201.56,1572.88,280.65,10.16,664.73,305.59,2360.83,408.36,689.39,7735.54,5756.52,15984.25,167.26,3589.17,2067.68,10.33,344.01,2218.22,1684.21,14.38,14.74,9.92,2.16,8.68,10.81,63.72,2045.42,20.77,44.74,46.18,45.18,3065.27,3546.82,5070.19,8237.38,4546.75,1784.7,828.07,1368.8,147.63,43859.32,0.71,268.43,222354.58,8665.61,402.67,3097.1,62857.72,183.58,557431.73,6487.22,3795.09,51.86,2036.21,8475.35,13063.18,300.91,6424.86,37261.48,8470.93,7.3,0.08,351.23,41.54,0.76,14.67,1.21,14.71,5.99,15.91,27.04,358.26,308.23,586.17,316.27,11.98,7.7,6.04,5.62,14.81,9.51,10.91,1.55,30.45,7.62,5.31,2.95,0.23,23.51,0.16,0.12,12.56,68.79,217.94,954.49,89.88,427.59,96.0,2827.45,163.44,97.36,1170.97,0.92,459.19,38.97,89.04,1.01,33.2,117.03,421.52,143.66,252.12,117.84,45.52,1.18,1370245.62,545.68,19200.85,728.0,7539.36,2207.98,9850.07,1852.78,257.64,1837.27,33147.09,2580.63,14861.79,8622.0,25912.62,15165.92,280.23,7841.13,179.08,14496.16,2317.52,16960.62,11512.34,5421.63,16009.03,8808.21,10233.89,8768.95,13622.99,5679.79,524.59,10084.43,50.8,4568.61,1743.63,14441.84,1820.55,329.8,17103.2,30900.28,8119.19,8921.27,3257.17,202.3,21606.8,1032.7,9798.77,495.23,5280.99,257.0,16522.19,412.58,170.14,22084.26,25314.8,8170.95,3.89,14236.75,23591.54,10767.52,40535.73,3063.21,14043.59,721.51
1639.67,3377.53,108.61,3.58,10356.81,5613.48,238.45,89.3,582.67,91.73,772.34,233.77,1711.4,308.47,12.41,746.62,413.89,2519.03,387.99,748.82,8386.98,5703.49,17182.3,165.82,3577.39,1987.26,16.11,350.31,2125.79,1672.3,14.94,12.85,9.48,2.55,8.64,10.13,64.33,2089.82,19.12,39.59,45.55,47.52,3560.3,3927.84,5336.18,8820.18,4894.46,1788.24,846.64,1580.06,150.81,45593.64,0.61,226.57,201842.9,7781.06,403.65,3014.95,61751.9,164.7,515975.72,6494.08,3783.21,41.4,1979.1,8640.53,12281.0,325.47,5894.36,35063.05,7351.18,7.26,0.08,351.73,38.22,0.57,12.87,1.07,14.1,6.19,15.61,30.96,388.61,346.42,582.49,294.16,12.8,7.43,6.29,5.42,15.04,9.39,11.81,1.54,30.51,8.33,5.12,3.09,0.25,23.36,0.14,0.13,12.96,54.18,241.12,1283.43,81.78,488.2,117.14,3054.16,165.89,90.84,1161.03,0.82,455.04,40.12,98.64,0.89,33.57,129.58,492.47,163.35,261.99,119.15,44.69,1.21,1325136.26,514.38,19521.19,747.81,7802.37,1821.42,9986.37,1915.39,247.67,1694.99,34844.43,2718.17,15019.8,8722.6,24946.51,15725.84,242.92,8642.22,164.27,14830.61,2486.3,15507.52,11394.69,5837.82,16863.59,9380.99,10691.34,9155.82,13592.69,5872.74,587.04,10170.5,67.2,4838.08,1701.69,13991.73,1854.64,325.36,17507.84,34167.86,7705.31,8864.66,2540.98,252.68,26486.93,1151.11,10770.17,495.23,5399.82,263.59,16629.71,423.91,147.87,22522.91,25776.74,7614.41,3.22,14050.57,24889.16,11514.7,41370.39,3230.84,14368.39,779.51
1643.39,3454.09,106.13,3.49,10696.17,6317.44,352.22,92.07,653.27,91.63,779.5,222.17,1691.2,320.42,14.62,782.43,435.77,2504.8,327.75,707.09,8109.44,5921.13,16073.99,174.67,3535.88,2067.16,20.71,481.79,2103.45,1697.07,20.55,14.92,9.98,2.5,9.55,10.58,64.02,2310.92,18.57,37.1,46.03,51.59,3812.61,4160.51,5348.65,9409.96,5264.36,1964.97,839.39,1566.22,156.19,47430.98,0.62,321.46,219424.11,9894.18,344.08,3311.78,62009.62,173.71,539628.04,6757.82,3867.32,50.4,2112.98,8476.56,12589.09,307.6,5946.26,34459.63,7181.36,6.75,0.08,409.91,41.76,1.32,14.36,1.36,15.62,6.07,16.04,38.05,396.48,389.17,614.72,308.7,12.64,7.22,6.35,5.32,14.63,8.74,11.83,1.4,30.98,7.65,4.99,2.93,0.23,21.61,0.13,0.12,14.19,44.38,243.24,1039.22,85.62,435.55,106.55,3265.73,170.85,92.09,1259.43,1.01,476.86,43.23,94.9,0.99,32.48,123.03,500.43,164.12,274.56,133.94,41.16,1.2,1377190.59,596.75,18920.05,708.71,7288.92,2278.88,9675.45,1910.15,210.24,1467.74,35363.39,2854.23,14615.23,8689.52,23906.24,15867.04,257.02,8344.16,161.03,13836.47,2471.18,13833.54,10649.55,5378.57,16277.84,9016.03,10636.41,8673.05,13368.48,5389.14,650.79,9294.18,69.4,4689.06,1866.63,14392.34,2141.76,319.62,17683.05,32286.09,7352.86,8592.95,3592.68,251.5,23981.9,860.91,10106.38,467.8,5080.27,282.78,16158.59,398.43,157.54,21090.01,23419.03,6476.05,3.77,14202.55,25122.26,10163.48,39530.31,3074.07,13902.68,1155.37
1621.05,4063.54,103.03,3.75,10291.86,5913.61,350.86,93.23,843.29,104.97,895.3,255.76,1969.48,421.44,17.58,850.18,485.7,2868.47,415.84,703.47,8273.7,6120.37,16973.59,154.34,3798.62,2016.24,21.42,404.27,1968.74,1877.78,22.91,15.48,11.91,2.84,10.02,10.86,69.46,2599.79,20.13,41.93,55.02,52.04,4135.98,4369.76,5434.5,10860.3,5998.0,2058.18,746.85,1679.69,156.38,46005.0,0.48,270.59,195486.7,8863.76,326.71,3494.61,58996.83,233.5,590582.92,7094.43,4061.98,42.5,2112.61,8818.55,11680.02,286.34,5743.01,31933.56,7351.96,6.76,0.08,503.67,46.63,0.96,15.02,1.37,14.91,5.89,16.78,43.04,401.86,420.77,574.85,262.54,11.78,7.06,6.33,4.85,13.34,8.27,10.44,1.21,26.81,7.58,5.0,2.94,0.28,20.95,0.13,0.11,16.97,44.01,213.23,986.98,85.19,459.4,107.17,3469.96,175.31,94.62,1279.31,0.89,460.34,46.29,95.14,1.01,37.37,112.77,543.52,161.27,254.3,131.67,39.14,1.16,1247537.12,633.12,21447.43,808.23,7951.55,2595.52,10298.26,2098.49,234.55,1597.59,34748.05,2906.21,13748.77,7813.32,25534.78,17067.04,237.76,8328.75,179.95,14676.46,2303.25,16879.25,11041.53,6027.6,17476.33,9858.48,11505.0,9227.52,12579.29,4030.04,718.47,9345.73,83.8,4285.29,1772.95,13613.67,2050.19,300.31,17109.5,37734.54,7973.57,9432.25,3090.09,221.2,20823.54,907.5,10411.45,522.4,5813.13,280.52,18387.13,457.17,123.93,22390.71,24665.63,6147.18,4.2,13891.83,26338.86,9715.96,42962.43,3091.85,15357.45,1214.89
1698.79,4152.21,114.26,4.23,11112.05,6051.99,346.75,94.61,752.2,98.96,792.64,225.88,1731.33,373.3,13.36,795.5,362.42,2587.96,494.37,802.32,9258.05,6074.02,17302.41,166.32,3768.55,2128.19,22.02,449.84,2010.5,1856.07,13.7,13.22,12.0,2.43,9.12,10.1,70.11,2496.37,20.53,38.72,53.7,53.45,4369.36,4423.92,5642.99,10613.77,5860.7,2019.23,760.17,1747.63,158.16,49204.16,0.52,225.49,214069.43,8149.75,297.88,3449.95,58566.37,224.87,651847.97,6888.83,3827.06,42.44,2018.27,8493.89,11735.75,285.68,5958.23,32737.93,7565.0,6.48,0.09,515.29,46.71,1.0,14.31,1.22,15.0,6.27,16.54,52.77,409.61,417.85,601.36,265.9,12.52,7.34,6.7,5.49,13.34,8.61,11.0,1.34,27.26,8.15,5.77,3.27,0.24,19.47,0.14,0.11,18.4,47.16,217.04,862.95,82.32,448.04,107.14,3870.13,188.01,84.2,1469.6,0.95,520.32,46.87,99.56,1.0,39.95,109.03,544.18,158.52,252.53,131.07,36.74,1.07,1146651.55,737.88,21566.91,796.85,7273.11,2502.52,9754.07,1990.89,266.39,1628.84,33760.07,3090.99,13949.5,7917.8,23957.43,17515.74,251.78,8062.53,179.08,14076.69,2229.02,18448.6,10408.83,5736.17,16468.65,8172.33,10948.08,8910.16,12175.16,4026.17,811.23,9005.58,71.6,4013.47,1658.74,15326.73,2150.05,313.1,19247.66,37717.25,7226.77,9134.09,2501.13,212.14,20502.71,898.76,10806.48,519.03,5132.31,300.81,17170.96,527.94,102.08,22244.98,23849.7,7032.58,4.63,13358.41,27278.98,9252.19,42723.75,3355.3,15454.21,1242.05
1399.82,4223.26,96.28,3.52,8306.17,5413.19,290.45,84.87,661.12,60.49,745.7,220.67,1600.66,315.75,12.46,693.61,346.56,2561.15,440.48,696.65,7628.04,5747.59,15733.16,114.88,3836.01,1554.57,17.96,395.87,1539.06,1769.47,9.06,12.29,11.3,2.53,8.51,9.06,68.19,2450.01,19.14,35.5,49.71,48.98,4119.5,4124.98,5861.67,10227.65,5724.65,1978.63,644.05,1671.0,137.6,43561.5,0.38,162.12,190869.39,6271.71,344.06,3196.1,48200.4,189.06,717982.47,6956.57,3804.51,31.18,2056.4,8404.94,9937.65,253.74,5680.6,32216.09,7042.27,6.26,0.07,552.04,40.34,0.79,12.8,0.98,13.58,5.28,14.21,47.76,407.21,400.47,514.31,213.15,12.59,7.38,6.99,5.6,13.94,8.62,11.42,1.25,30.77,8.19,5.88,3.3,0.3,18.06,0.14,0.11,16.19,41.24,205.28,871.48,81.44,431.39,111.08,3578.55,172.61,77.65,1257.95,0.74,541.42,44.92,100.32,1.0,41.64,93.66,527.66,135.51,223.52,114.27,30.81,0.86,1089803.46,752.85,20571.21,801.64,7540.67,1601.28,9340.73,2021.17,229.44,1490.6,32352.78,2980.1,11966.69,6862.52,26126.84,17133.41,221.81,8209.44,133.84,15516.95,1766.89,15030.9,10209.55,5700.88,15596.79,7803.79,10744.83,8632.55,10465.03,4043.07,605.83,8649.11,48.2,3567.8,1483.05,14727.86,1395.81,236.39,17303.05,37499.75,7174.59,8597.97,1967.11,138.54,19383.57,911.38,10801.36,386.33,5216.28,250.47,18218.65,468.49,66.8,21485.55,24782.11,5944.81,4.53,12514.16,26317.96,7621.32,44004.37,3238.85,15445.7,1179.57
1344.04,4437.68,84.44,3.45,7607.23,5759.27,267.62,85.63,650.3,70.35,739.77,214.84,1552.65,306.67,16.2,654.86,308.43,2701.22,486.51,656.9,7591.47,5645.42,14873.84,114.6,3715.07,1731.24,15.21,444.36,1425.16,1709.85,7.53,11.42,11.41,2.37,7.85,9.28,67.18,2232.47,19.33,34.23,48.01,48.87,4060.02,3880.08,5424.59,10239.41,5478.1,1856.18,597.03,1551.74,109.9,38261.75,0.32,213.19,192233.9,6878.8,290.9,3320.97,42085.55,175.36,718210.63,6931.98,3838.89,36.82,2124.21,8093.14,9968.34,232.79,5621.87,32312.04,6907.87,5.56,0.08,505.37,40.32,0.7,13.24,1.1,13.2,4.93,15.23,46.53,356.05,366.48,459.16,217.5,12.29,6.94,6.46,5.29,14.03,7.96,11.33,1.18,32.08,7.22,5.61,3.0,0.29,19.59,0.15,0.13,14.86,32.55,190.12,967.36,74.0,376.8,106.49,3601.48,166.34,59.19,1278.69,0.63,600.76,43.58,111.23,1.01,42.27,75.92,528.76,119.86,202.38,115.81,27.81,0.92,940527.63,816.58,22167.53,822.32,8297.23,1407.3,8957.68,2084.36,235.76,1527.52,33186.73,3254.24,11551.18,6056.82,26358.55,18381.48,209.38,8356.1,140.0,16138.96,1699.89,17599.99,11253.8,5856.52,15964.91,8476.37,11223.23,9629.54,9943.75,4185.3,606.34,8597.06,49.6,3621.38,1348.62,15552.62,1208.04,219.17,17034.49,39564.15,7559.43,8932.48,1794.17,160.58,22334.38,927.88,10916.48,347.02,5765.54,231.74,19293.65,465.66,68.06,22756.25,26258.43,6754.31,3.95,12109.18,25807.24,6792.68,45661.91,3163.03,15673.99,785.29
1870.33,5431.32,132.29,3.74,10381.49,7155.99,270.45,93.05,759.78,129.68,975.82,254.23,1770.21,339.0,20.86,921.64,346.9,3415.37,491.41,697.7,10916.9,6136.72,17269.46,161.24,3833.45,2259.79,21.38,617.23,2026.38,2013.71,20.78,12.68,12.95,2.5,7.92,10.09,71.68,1811.65,20.52,36.56,50.52,54.93,4565.83,4050.49,6903.36,10954.21,6359.24,2159.55,925.21,1895.03,147.76,54519.15,0.63,305.37,166279.76,8955.77,285.57,3663.94,55806.26,214.86,727183.51,7036.65,4133.6,51.21,2063.85,7962.35,13672.58,308.79,5741.85,34642.8,7074.66,7.7,0.1,475.02,42.46,0.74,14.78,1.12,16.0,5.97,16.21,57.94,428.12,460.95,651.33,303.0,12.46,6.99,6.51,5.01,14.2,8.57,11.26,1.19,40.75,6.87,5.54,2.91,0.33,25.74,0.16,0.14,21.53,43.46,314.82,877.73,79.74,462.76,125.31,4229.05,246.43,90.73,1929.71,1.21,675.2,41.55,105.11,1.42,43.32,116.62,573.3,155.71,242.87,146.59,37.28,1.28,1226398.5,855.94,21092.84,788.46,7896.43,2185.55,9430.53,2038.26,228.71,1513.09,37010.49,3594.05,14704.41,8372.05,25853.49,18737.44,328.02,8163.68,153.62,16401.56,2327.42,17297.74,12322.15,6352.76,17644.08,8593.4,11254.1,10002.81,11897.75,3789.93,834.09,9406.61,75.2,5629.13,1709.51,16325.02,1596.69,319.88,17550.3,39952.73,7964.23,9402.77,3097.06,238.91,27625.31,1232.64,11281.68,584.24,5785.34,292.96,19336.79,516.61,178.82,23141.08,27629.38,7867.38,6.41,14911.65,28312.95,9630.99,43385.04,3458.07,15076.4,1185.17
1975.54,6593.93,142.22,8.33,10034.73,6964.48,259.42,97.73,871.52,144.13,1166.5,301.71,1911.76,406.45,22.66,1087.73,359.87,3729.86,470.3,931.51,11619.49,5982.45,17631.32,198.3,3877.73,2494.33,33.79,523.32,2140.0,2200.81,25.94,14.85,14.18,2.85,9.5,11.43,74.55,1997.1,19.73,34.77,47.02,62.13,4640.7,4128.56,6924.26,10709.65,6649.58,2162.52,1002.32,1988.32,168.6,54948.57,0.56,331.85,169715.3,11625.12,372.19,4196.3,58789.44,232.36,752741.37,7022.2,4272.45,58.08,2154.51,8188.8,14206.87,319.61,5703.54,33592.62,7281.51,8.47,0.12,495.29,43.97,0.95,15.59,1.36,19.47,7.17,17.66,68.45,446.99,466.2,685.89,334.18,13.26,7.2,6.63,4.79,13.06,8.55,11.57,1.2,41.16,6.74,5.12,2.81,0.34,26.07,0.22,0.15,23.17,39.76,447.28,1054.35,83.49,485.7,121.31,4254.69,274.7,100.85,2210.13,1.55,790.15,46.58,109.12,1.32,46.45,122.35,676.7,165.88,256.07,150.31,33.54,1.76,1532674.97,984.08,20663.76,796.58,7745.74,2405.97,9385.29,2020.7,262.5,1406.0,40413.84,3353.83,14243.95,8463.05,24504.02,18243.34,373.16,7884.34,160.11,16206.85,2475.86,14775.16,12750.95,5826.91,18427.31,8608.91,11200.92,10282.9,12861.93,4367.83,952.66,9291.09,84.0,5725.55,1921.65,17390.72,1920.47,358.24,17723.78,41885.48,7549.56,9248.91,3403.41,312.9,29558.4,1209.35,11355.21,716.06,5651.04,333.33,19510.03,474.15,258.72,23311.84,28358.77,7538.52,5.83,14896.14,28161.19,10132.52,42050.82,3364.86,15020.94,1384.55
2009.93,6973.6,128.98,5.65,9975.51,6390.05,242.26,97.03,862.41,176.78,1065.31,250.04,1783.9,300.36,18.75,974.59,315.71,3362.19,461.99,866.88,10944.12,6066.08,18555.54,197.24,3846.44,2505.09,41.83,621.16,2138.22,2546.69,37.74,14.03,14.4,2.79,9.16,10.63,72.95,1897.24,20.32,35.31,45.69,62.46,4701.06,3953.85,7727.23,10038.89,6401.92,2031.47,979.77,2002.76,160.09,54961.71,0.58,289.86,180032.96,10468.55,373.33,4237.07,62929.01,259.37,815362.39,7125.19,4422.43,60.56,2126.83,8152.64,14785.53,324.96,5783.07,32316.1,7160.12,8.67,0.14,460.21,44.33,0.98,15.66,1.38,20.21,6.81,18.14,68.33,455.9,467.47,665.4,326.24,11.97,7.47,7.13,5.0,13.74,8.7,10.95,1.75,36.55,7.02,5.13,3.27,0.34,24.95,0.18,0.15,21.24,45.49,357.39,884.57,76.94,437.22,112.7,3844.51,309.35,87.26,2115.88,1.06,725.22,39.19,97.42,1.17,52.32,118.96,673.98,169.14,250.04,158.5,31.14,1.61,1436526.71,1027.61,19669.25,742.08,7526.22,2424.87,8752.91,1883.91,307.95,1591.69,40870.12,3268.59,14370.45,8471.51,23998.82,17839.13,388.5,7642.15,162.81,16638.75,2545.22,18960.09,11805.09,5563.7,18041.55,8332.86,11329.1,10122.15,13991.48,4389.23,888.64,8679.39,82.4,6002.43,1964.97,17357.7,1963.33,323.01,17348.88,43905.11,7289.57,8971.11,3944.11,332.58,31395.21,1109.38,11141.8,837.22,5377.5,353.84,18884.23,651.78,354.68,22644.0,27200.05,9536.99,6.4,15047.43,28990.88,10107.44,40620.64,3562.9,14417.13,1664.43
2537.53,5918.74,130.66,4.56,9595.47,6068.42,284.0,105.43,927.02,274.77,911.1,219.82,1679.04,352.66,16.45,795.58,279.22,3088.35,601.05,1097.93,13267.78,5912.96,19083.09,310.09,3713.16,2897.62,68.78,739.75,2548.93,2557.12,38.97,13.22,14.72,3.02,9.28,10.73,79.31,1858.01,22.28,37.97,44.01,63.52,4205.62,3832.26,7503.25,9768.85,5961.81,1797.07,1255.3,2071.64,181.7,60391.19,0.67,503.95,216657.62,13446.94,415.1,3850.25,69811.85,269.07,828368.22,6871.59,4195.02,67.43,2054.33,7760.6,16442.71,331.67,6015.0,33925.18,7468.79,8.28,0.14,517.41,53.61,1.08,17.25,1.54,22.71,8.65,20.39,85.61,474.03,447.28,754.78,348.51,11.6,7.61,6.62,5.13,13.31,8.72,10.35,1.47,36.56,7.2,4.87,3.24,0.29,30.96,0.17,0.15,23.7,58.81,466.04,904.02,80.42,451.12,115.08,3982.23,315.0,103.63,2646.02,1.65,612.58,41.13,100.23,1.16,51.6,124.77,617.94,177.53,271.78,174.91,29.28,1.69,1437558.64,1119.04,18662.54,717.08,7027.05,3350.32,8376.76,1805.88,306.49,1607.32,41266.46,3035.26,17100.36,11108.74,22505.7,17688.87,508.4,7163.01,183.57,15311.8,3224.48,20680.56,10958.68,5117.31,16475.14,8317.35,10290.71,9401.23,17256.66,4786.07,1100.34,9268.79,98.0,7168.29,2385.41,18552.75,2614.53,393.98,19581.05,40100.39,7178.64,8603.68,5231.94,464.43,34910.71,1020.08,10545.86,1007.39,4997.32,434.82,18014.15,682.21,585.92,21220.52,26463.27,10245.3,8.4,16111.91,30859.7,13995.78,37143.8,3833.09,13200.49,1889.13
2472.07,5622.04,133.75,5.61,9881.0,5973.27,276.53,108.12,1059.91,231.31,980.31,264.23,1692.32,369.97,17.77,851.43,309.58,3334.13,618.13,1154.13,15148.52,6671.95,20474.64,320.47,4162.38,3210.71,71.65,688.12,2690.49,2756.46,39.87,14.29,14.52,3.15,8.91,11.77,84.88,1954.3,24.4,42.69,45.74,64.08,4302.93,4320.44,7511.84,10383.89,6082.64,1895.02,1232.37,2206.56,187.3,61639.73,0.68,534.57,192100.03,13469.91,389.39,4173.94,69577.88,272.48,890871.51,7140.34,4460.71,72.41,2172.1,8543.49,15822.78,341.28,6088.98,35586.68,7936.55,8.32,0.12,499.42,51.88,1.24,16.77,1.49,22.21,8.0,19.79,93.37,510.82,468.92,808.82,338.32,12.81,8.45,7.73,5.83,13.97,9.32,11.3,1.53,38.6,7.89,5.46,3.64,0.3,29.36,0.18,0.16,22.72,59.18,379.4,902.49,83.05,445.06,111.45,4101.31,310.56,104.78,3045.43,1.84,617.79,34.51,103.43,1.01,53.25,127.02,613.96,192.07,292.78,171.29,31.6,1.72,1147016.28,1129.57,21896.95,836.36,7951.79,3039.57,9786.58,2043.17,357.29,1630.76,42310.32,3536.45,17919.46,11313.79,25642.45,20176.34,522.1,8037.81,179.62,17268.93,3622.55,21598.93,12026.96,5863.59,17528.83,9321.6,11298.12,10755.9,17720.05,5009.92,1083.88,11779.52,101.0,6726.66,2585.13,21011.96,2627.34,357.98,21732.62,41262.8,8012.82,9511.96,5235.73,449.48,39931.74,1136.55,11789.58,973.19,5813.42,466.44,20329.18,731.04,692.02,24464.67,29001.36,11763.13,8.45,17164.64,33302.59,13017.64,43108.73,4043.95,15095.32,2177.04
